x_data|y_data
 policing lingers. “That perception really sticks,” he said. The|policing lingers. “That perception really sticks,” he said. The 
 workload in the 40th Precinct is startling and reveals a gap in|workload in the 40th Precinct is startling and reveals a gap in 
 how detective squads are equipped to answer violent crime in Ma|how detective squads are equipped to answer violent crime in Man
nhattan compared with the Bronx, Brooklyn and Queens. Three of t|hattan compared with the Bronx, Brooklyn and Queens. Three of th
he precinct’s 16 detectives are carrying more than 400 cases eac|e precinct’s 16 detectives are carrying more than 400 cases each
h this year, and many others have loads in the high 300s, even t| this year, and many others have loads in the high 300s, even th
hough the department advises 150 in violent precincts. When they|ough the department advises 150 in violent precincts. When they 
 are assigned a homicide, they typically have four days to inves|are assigned a homicide, they typically have four days to invest
tigate before dealing with other cases. Quieter precincts can gi|igate before dealing with other cases. Quieter precincts can giv
ve detectives a month with little distraction to investigate a m|e detectives a month with little distraction to investigate a mu
urder. Detectives in the 40th Precinct have each handled an aver|rder. Detectives in the 40th Precinct have each handled an avera
age of 79 violent felonies this year through — murders, rapes, f|ge of 79 violent felonies this year through — murders, rapes, fe
elony assaults and robberies. By contrast, a detective in the pr|lony assaults and robberies. By contrast, a detective in the pre
ecinct on the southern end of Staten Island carries nine such ca|cinct on the southern end of Staten Island carries nine such cas
ses a detective in the precinct patrolling Union Square and Gram|es a detective in the precinct patrolling Union Square and Grame
ercy Park handles 16 and a detective in the precinct for most of|rcy Park handles 16 and a detective in the precinct for most of 
 Washington Heights handles 32, the citywide median. Last year, |Washington Heights handles 32, the citywide median. Last year, t
the 40th was the for violent crime, with 65 cases per detective.|he 40th was the for violent crime, with 65 cases per detective. 
 In the Bronx as a whole, a precinct detective has carried an av|In the Bronx as a whole, a precinct detective has carried an ave
erage of 58 violent felonies this year, compared with 27 in Manh|rage of 58 violent felonies this year, compared with 27 in Manha
attan, 37 in Brooklyn, 38 in Queens and 25 on Staten Island. Rap|ttan, 37 in Brooklyn, 38 in Queens and 25 on Staten Island. Rape
e cases and robbery patterns are later sent to more specialized | cases and robbery patterns are later sent to more specialized u
units, but precinct detectives do extensive initial work to inte|nits, but precinct detectives do extensive initial work to inter
rview victims, write reports and process evidence. Precincts in |view victims, write reports and process evidence. Precincts in m
much of Manhattan, which are whiter and wealthier than the South|uch of Manhattan, which are whiter and wealthier than the South 
 Bronx, often have more property felonies, like stolen laptops o|Bronx, often have more property felonies, like stolen laptops or
